,Name,Latitude,Longitude,Category
853,Ernst & Young,37.443268,-122.162464,Office
854,164 Hamilton,37.443387,-122.161911,Office
855,Liftoff,37.444298,-122.16352,Tech Startup
856,Morsey's Farmhouse Creamery,37.444016,-122.16361,Dairy Store
857,MNT Palo Alto,37.443565368652344,-122.16221618652344,Pilates Studio
858,New York New York,37.44397610952524,-122.16354547923677,Deli / Bodega
859,Premier Properties,37.442833,-122.162754,Real Estate Office
860,Patagonia,37.443081931082354,-122.16302422436515,Clothing Store
861,Purple Parking Garage,37.44377486727787,-122.16300234753744,Parking
862,World Innovation Lab,37.443494,-122.163747,Office
863,San Agus Cocina Urbana & Cocktails,37.442752,-122.162403,Restaurant
864,Pampas,37.44293354365421,-122.1629530463799,Brazilian Restaurant
865,Verve Coffee,37.4442062,-122.1630555,Café
866,Onigilly,37.44423581782598,-122.16321360488686,Japanese Restaurant
867,Mendocino Farms,37.44369777999427,-122.16209696516148,Sandwich Place
868,Amino Capital,37.44390954002508,-122.16376572847366,Tech Startup
869,Innovation Endeavors,37.44364089869524,-122.1623926065208,Tech Startup
870,Confluent HQ,37.44381020594888,-122.16402339658542,Tech Startup
871,Palantir 156 University,37.44373728285641,-122.16271107680484,Tech Startup
872,Palantir Gym,37.44323690931355,-122.16220132298545,Gym
873,Mangosteen Nails & Spa,37.44327926635742,-122.1618423461914,Nail Salon
874,House Of Foam,37.443313,-122.16183600000001,Furniture / Home Store
875,Chargepoint Charging Station,37.44352,-122.163193,EV Charging Station
876,Palantir Technologies HQ,37.4429363,-122.1625043,Tech Startup
877,Foundation Capital,37.443406,-122.162395,Office
878,American Express,37.443499565552465,-122.16359035846854,Office
879,True Ventures,37.44326,-122.162307,Office
880,Eclipse VC,37.443848,-122.16319,Office
881,164 Hamilton,37.443387,-122.161911,Office
882,YogaSource Palo Alto,37.4434382303967,-122.16201768344848,Yoga Studio
883,Hobbit House,37.44354537398827,-122.1626114230749,Gastropub
884,Teaquation & Tonic,37.44301142306985,-122.1625465988906,Bubble Tea Shop
885,Tam Tam Restaurant,37.44388,-122.16328,Vietnamese Restaurant
886,MNT Palo Alto,37.443565368652344,-122.16221618652344,Pilates Studio
887,New York New York,37.44397610952524,-122.16354547923677,Deli / Bodega
888,Premier Properties,37.442833,-122.162754,Real Estate Office
889,Patagonia,37.443081931082354,-122.16302422436515,Clothing Store
890,Palantir Technologies HQ,37.4429363,-122.1625043,Tech Startup
891,Purple Parking Garage,37.44377486727787,-122.16300234753744,Parking
892,Verve Coffee,37.4442062,-122.1630555,Café
893,San Agus Cocina Urbana & Cocktails,37.442752,-122.162403,Restaurant
894,Onigilly,37.44423581782598,-122.16321360488686,Japanese Restaurant
895,Mendocino Farms,37.44369777999427,-122.16209696516148,Sandwich Place
896,Amino Capital,37.44390954002508,-122.16376572847366,Tech Startup
897,Palantir 156 University,37.44373728285641,-122.16271107680484,Tech Startup
898,Innovation Endeavors,37.44364089869524,-122.1623926065208,Tech Startup
899,Palantir Gym,37.44323690931355,-122.16220132298545,Gym
900,Chargepoint Charging Station,37.44352,-122.163193,EV Charging Station
901,House Of Foam,37.443313,-122.16183600000001,Furniture / Home Store
902,Mangosteen Nails & Spa,37.44327926635742,-122.1618423461914,Nail Salon
903,Foundation Capital,37.443406,-122.162395,Office
904,American Express,37.443499565552465,-122.16359035846854,Office
905,True Ventures,37.44326,-122.162307,Office
906,World Innovation Lab,37.443494,-122.163747,Office
907,Pampas,37.44293354365421,-122.1629530463799,Brazilian Restaurant
908,164 Hamilton,37.443387,-122.161911,Office
909,Eclipse VC,37.443848,-122.16319,Office
910,YogaSource Palo Alto,37.4434382303967,-122.16201768344848,Yoga Studio
911,Tam Tam Restaurant,37.44388,-122.16328,Vietnamese Restaurant
912,MNT Palo Alto,37.443565368652344,-122.16221618652344,Pilates Studio
913,Teaquation & Tonic,37.44301142306985,-122.1625465988906,Bubble Tea Shop
914,New York New York,37.44397610952524,-122.16354547923677,Deli / Bodega
915,Premier Properties,37.442833,-122.162754,Real Estate Office
916,Hobbit House,37.44354537398827,-122.1626114230749,Gastropub
917,Ernst & Young,37.443268,-122.162464,Office
